gvkey,iid,datadate,prccd,cshtrd,daily_return
25434,1,2019-10-03,84.67,6030699.0,0.004150853889943074
25434,1,2019-10-04,85.92,5891152.0,0.014763198299279523
25434,1,2019-10-07,85.85,4440350.0,-0.0008147113594041411
25434,1,2019-10-08,84.91,6386356.0,-0.010949330227140286
25434,1,2019-10-09,85.85,4442440.0,0.01107054528324114
25434,1,2019-10-10,85.96,4256758.0,0.0012813046010482498
25434,1,2019-10-11,86.36,5621267.0,0.004653327128897322
25434,1,2019-10-14,86.62,4932449.0,0.0030106530801297104
25434,1,2019-10-15,86.45,4720825.0,-0.0019625952435927685
25434,1,2019-10-16,86.71,3703061.0,0.003007518796992459
25434,1,2019-10-17,86.29,4396837.0,-0.004843731980163635
25434,1,2019-10-18,86.03,4630744.0,-0.0030130953760575396
25434,1,2019-10-21,85.35,5006956.0,-0.007904219458328532
25434,1,2019-10-22,83.46,5804826.0,-0.022144112478031608
25434,1,2019-10-23,82.74,7185052.0,-0.008626887131560013
25434,1,2019-10-24,83.18,4629884.0,0.005317863185883676
25434,1,2019-10-25,83.38,5232435.0,0.002404424140418193
25434,1,2019-10-28,83.6,6648983.0,0.0026385224274405594
25434,1,2019-10-29,84.13,5685974.0,0.006339712918660201
25434,1,2019-10-30,84.19,8672325.0,0.0007131819802685957
25434,1,2019-10-31,84.56,13986330.0,0.00439482123767676
25434,1,2019-11-01,83.21,10645750.0,-0.015964995269631133
25434,1,2019-11-04,82.37,8194118.0,-0.010094940511957584
25434,1,2019-11-05,81.89,7052106.0,-0.00582736433167419
25434,1,2019-11-06,82.99,6362765.0,0.013432653559653174
25434,1,2019-11-07,81.95,7219664.0,-0.012531630316905518
25434,1,2019-11-08,81.77,7053551.0,-0.002196461256864013
25434,1,2019-11-11,82.43,5827446.0,0.008071419836125804
25434,1,2019-11-12,83.32,8551005.0,0.010797039912652906
25434,1,2019-11-13,83.94,7436132.0,0.007441190590494529
25434,1,2019-11-14,84.38,5284016.0,0.005241839409101612
25434,1,2019-11-15,84.21,7472884.0,-0.002014695425456292
25434,1,2019-11-18,84.02,6429733.0,-0.0022562641016505847
25434,1,2019-11-19,83.66,6007820.0,-0.004284694120447519
25434,1,2019-11-20,83.6,6247360.0,-0.000717188620607212
25434,1,2019-11-21,82.3,8296651.0,-0.015550239234449759
25434,1,2019-11-22,83.02,6080260.0,0.008748481166464206
25434,1,2019-11-25,83.75,5450072.0,0.008793061912792055
25434,1,2019-11-26,84.56,7656785.0,0.009671641791044738
25434,1,2019-11-27,85.77,7499875.0,0.014309366130557999
25434,1,2019-11-29,85.43,3857027.0,-0.003964090008161225
25434,1,2019-12-02,84.57,6425714.0,-0.010066721292286251
25434,1,2019-12-03,84.82,6076316.0,0.0029561310157266707
25434,1,2019-12-04,85.4,5940039.0,0.006838009903324727
25434,1,2019-12-05,84.45,5170791.0,-0.011124121779859553
25434,1,2019-12-06,86.32,8482649.0,0.0221432800473651
25434,1,2019-12-09,86.28,7164560.0,-0.0004633920296569505
25434,1,2019-12-10,86.04,7941951.0,-0.0027816411682892728
25434,1,2019-12-11,86.59,4921598.0,0.0063923756392374464
25434,1,2019-12-12,88.21,10275870.0,0.018708857835777692
25434,1,2019-12-13,88.67,6711573.0,0.005214828250765358
25434,1,2019-12-16,88.78,6705081.0,0.0012405548663583232
25434,1,2019-12-17,88.13,7296408.0,-0.007321468799279196
25434,1,2019-12-18,87.99,5857021.0,-0.001588562351072298
25434,1,2019-12-19,88.52,6021782.0,0.006023411751335361
25434,1,2019-12-20,88.46,14270970.0,-0.0006778129236331143
25434,1,2019-12-23,88.23,4349601.0,-0.0026000452181775824
25434,1,2019-12-24,88.52,1847770.0,0.003286863878499302
25434,1,2019-12-26,88.075,4176118.0,-0.005027112516945209
25434,1,2019-12-27,88.13,4122042.0,0.0006244677831392931
25434,1,2019-12-30,87.44,4654828.0,-0.007829343015999024
25434,1,2019-12-31,87.92,4115457.0,0.0054894784995425105
25434,1,2020-01-02,89.35,6473458.0,0.01626478616924465
25434,1,2020-01-03,88.83,4872912.0,-0.0058198097369893675
25434,1,2020-01-06,88.13,5406901.0,-0.007880220646178104
25434,1,2020-01-07,87.86,6180459.0,-0.0030636559627822413
25434,1,2020-01-08,88.88,7296009.0,0.01160937855679478
25434,1,2020-01-09,90.53,9436505.0,0.018564356435643692
25434,1,2020-01-10,90.16,7097736.0,-0.004087042969181498
25434,1,2020-01-13,91.08,7381505.0,0.010204081632653184
25434,1,2020-01-14,90.99,5855044.0,-0.0009881422924901129
25434,1,2020-01-15,91.54,6145199.0,0.006044620287943836
25434,1,2020-01-16,92.58,5178759.0,0.011361153594057205
25434,1,2020-01-17,93.62,6897157.0,0.011233527759775486
25434,1,2020-01-21,92.53,7093376.0,-0.011642811365092931
25434,1,2020-01-22,92.53,6156590.0,0.0
25434,1,2020-01-23,93.75,6100608.0,0.013184913001188736
25434,1,2020-01-24,92.03,7810195.0,-0.018346666666666622
25434,1,2020-01-27,88.73,11058600.0,-0.03585787243290228
25434,1,2020-01-28,88.6,11753310.0,-0.0014651189000338682
25434,1,2020-01-29,86.72,17665860.0,-0.02121896162528214
25434,1,2020-01-30,85.84,12198940.0,-0.010147601476014678
25434,1,2020-01-31,84.83,11669310.0,-0.011766076421248939
25434,1,2020-02-03,86.01,9087447.0,0.013910173287752015
25434,1,2020-02-04,88.38,9977633.0,0.027554935472619446
25434,1,2020-02-05,87.56,9968445.0,-0.00927811722109062
25434,1,2020-02-06,86.15,8874981.0,-0.01610324349017811
25434,1,2020-02-07,86.42,8072961.0,0.0031340684852001477
25434,1,2020-02-10,87.53,7288118.0,0.01284424901643133
25434,1,2020-02-11,87.51,5098043.0,-0.00022849308808403634
25434,1,2020-02-12,88.57,7739357.0,0.012112901382699048
25434,1,2020-02-13,89.925,8574520.0,0.015298633848933152
25434,1,2020-02-14,89.28,5686292.0,-0.007172643869891582
25434,1,2020-02-18,89.23,5288206.0,-0.0005600358422939156
25434,1,2020-02-19,90.14,5208083.0,0.010198363778997965
25434,1,2020-02-20,88.6,5967768.0,-0.01708453516751729
25434,1,2020-02-21,87.36,5800430.0,-0.013995485327313761
25434,1,2020-02-24,84.52,8310324.0,-0.032509157509157505
25434,1,2020-02-25,82.19,9397314.0,-0.027567439659252235
25434,1,2020-02-26,80.67,10539530.0,-0.01849373403090393
25434,1,2020-02-27,78.29,17106800.0,-0.029502913102764317
25434,1,2020-02-28,78.43,19107620.0,0.0017882232724486524
25434,1,2020-03-02,82.38,14251760.0,0.05036338135917373
25434,1,2020-03-03,78.6,12385990.0,-0.04588492352512752
25434,1,2020-03-04,79.67,10987610.0,0.013613231552162874
25434,1,2020-03-05,76.19,12541000.0,-0.04368018074557556
25434,1,2020-03-06,75.34,18068850.0,-0.011156319726998265
25434,1,2020-03-09,70.83,15920010.0,-0.0598619591186621
25434,1,2020-03-10,74.87,18390810.0,0.05703797825780055
25434,1,2020-03-11,68.3,17126540.0,-0.08775210364632036
25434,1,2020-03-12,62.1,25138520.0,-0.0907759882869692
25434,1,2020-03-13,69.92,19212220.0,0.125925925925926
25434,1,2020-03-16,58.59,23337020.0,-0.1620423340961098
25434,1,2020-03-17,58.98,25037850.0,0.0066564260112647045
25434,1,2020-03-18,56.33,28359290.0,-0.04493048491013896
25434,1,2020-03-19,61.41,25131860.0,0.09018285105627544
25434,1,2020-03-20,58.03,28031030.0,-0.055039895782445836
25434,1,2020-03-23,56.55,24861890.0,-0.025504049629502035
25434,1,2020-03-24,64.88,28240040.0,0.14730327144120237
25434,1,2020-03-25,65.81,22956570.0,0.014334155363748602
25434,1,2020-03-26,69.9,20989000.0,0.062148609633794205
25434,1,2020-03-27,66.34,18937630.0,-0.05092989985693852
25434,1,2020-03-30,67.86,14184400.0,0.022912270123605527
25434,1,2020-03-31,65.74,20081760.0,-0.0312407898614796
25434,1,2020-04-01,62.62,12860560.0,-0.04745968968664427
25434,1,2020-04-02,65.0,18155630.0,0.03800702650910259
25434,1,2020-04-03,63.05,14657970.0,-0.030000000000000027
25434,1,2020-04-06,67.79,17963950.0,0.07517842981760525
25434,1,2020-04-07,68.71,13791260.0,0.01357132320401222
25434,1,2020-04-08,71.57,10179630.0,0.04162421772667724
25434,1,2020-04-09,73.88,19716490.0,0.03227609333519643
25434,1,2020-04-13,71.76,11162520.0,-0.028695181375202883
25434,1,2020-04-14,73.67,10892800.0,0.026616499442586372
25434,1,2020-04-15,72.55,10636900.0,-0.015202931994027447
25434,1,2020-04-16,73.51,11866510.0,0.013232253618194356
25434,1,2020-04-17,77.1,14263290.0,0.04883689293973603
25434,1,2020-04-20,75.32,9679665.0,-0.023086900129701715
25434,1,2020-04-21,72.72,10336230.0,-0.03451938396176302
25434,1,2020-04-22,77.45,11345250.0,0.06504400440044011
25434,1,2020-04-23,75.15,15497690.0,-0.02969657843770168
25434,1,2020-04-24,75.58,8452867.0,0.005721889554224813
25434,1,2020-04-27,77.74,8230220.0,0.02857898915056878
25434,1,2020-04-28,78.69,12680040.0,0.012220221250321517
25434,1,2020-04-29,76.86,24494230.0,-0.023255813953488302
25434,1,2020-04-30,76.73,15158680.0,-0.0016913869372885415
25434,1,2020-05-01,73.79,11202780.0,-0.038316173595725256
25434,1,2020-05-04,71.89,12878270.0,-0.025748746442607495
25434,1,2020-05-05,72.9,12950510.0,0.014049241897343245
25434,1,2020-05-06,72.96,12669290.0,0.0008230452674895528
25434,1,2020-05-07,76.0,13351900.0,0.04166666666666674
25434,1,2020-05-08,77.87,11908630.0,0.024605263157894797
25434,1,2020-05-11,75.87,8994882.0,-0.025683832027738496
25434,1,2020-05-12,74.35,8499505.0,-0.02003426914458961
25434,1,2020-05-13,73.62,11520790.0,-0.00981842636180219
25434,1,2020-05-14,74.19,11918500.0,0.007742461287693514
25434,1,2020-05-15,74.16,9486136.0,-0.0004043671653861658
25434,1,2020-05-18,76.23,8902601.0,0.027912621359223344
25434,1,2020-05-19,75.86,6474490.0,-0.0048537321264594535
25434,1,2020-05-20,77.76,7785098.0,0.025046137621935305
25434,1,2020-05-21,78.05,10305650.0,0.0037294238683127645
25434,1,2020-05-22,77.62,7649770.0,-0.0055092889173605775
25434,1,2020-05-26,77.76,8414153.0,0.0018036588508116846
25434,1,2020-05-27,78.6,8087218.0,0.010802469135802406
25434,1,2020-05-28,78.54,8322733.0,-0.0007633587786257667
25434,1,2020-05-29,77.99,10035910.0,-0.0070028011204483764
25434,1,2020-06-01,78.32,7920192.0,0.004231311706629048
25434,1,2020-06-02,77.78,9511789.0,-0.006894790602655632
25434,1,2020-06-03,79.58,9951529.0,0.023142195937258858
25434,1,2020-06-04,78.74,7662541.0,-0.010555415933651724
25434,1,2020-06-05,82.14,12023420.0,0.04318008636017279
25434,1,2020-06-08,83.56,10217610.0,0.017287557828098432
25434,1,2020-06-09,82.37,7996193.0,-0.014241263762565848
25434,1,2020-06-10,79.01,19631620.0,-0.040791550321719106
25434,1,2020-06-11,72.57,26380020.0,-0.08150866978863447
25434,1,2020-06-12,76.38,18517710.0,0.0525010334849112
25434,1,2020-06-15,76.96,14640660.0,0.007593610892903779
25434,1,2020-06-16,77.84,10873360.0,0.011434511434511574
25434,1,2020-06-17,77.1,6902626.0,-0.009506680369989806
25434,1,2020-06-18,76.31,8482561.0,-0.0102464332036315
25434,1,2020-06-19,75.4,12469630.0,-0.011925042589437829
25434,1,2020-06-22,75.4,8230247.0,0.0
25434,1,2020-06-23,75.49,8067772.0,0.0011936339522544692
25434,1,2020-06-24,73.64,12287250.0,-0.024506557159888698
25434,1,2020-06-25,73.85,8622365.0,0.002851711026615966
25434,1,2020-06-26,71.57,17489950.0,-0.030873392010832834
25434,1,2020-06-29,73.48,8622632.0,0.026687159424339857
25434,1,2020-06-30,73.59,11322110.0,0.0014970059880239361
25434,1,2020-07-01,74.03,6735572.0,0.005979073243647104
25434,1,2020-07-02,73.78,6539151.0,-0.003377009320545743
25434,1,2020-07-06,75.44,7223323.0,0.02249932230956886
25434,1,2020-07-07,74.25,7509898.0,-0.015774125132555605
25434,1,2020-07-08,74.14,7343348.0,-0.001481481481481528
25434,1,2020-07-09,73.57,9589519.0,-0.007688157539789686
25434,1,2020-07-10,74.29,7522136.0,0.009786597798015606
25434,1,2020-07-13,72.65,9450907.0,-0.022075649481760662
25434,1,2020-07-14,72.73,8685240.0,0.0011011699931176011
25434,1,2020-07-15,75.61,10295060.0,0.03959851505568546
25434,1,2020-07-16,74.39,6648366.0,-0.016135431821187707
25434,1,2020-07-17,74.16,6083862.0,-0.0030918134157817967
25434,1,2020-07-20,74.96,8828116.0,0.010787486515641875
25434,1,2020-07-21,75.44,10636370.0,0.006403415154749181
25434,1,2020-07-22,77.24,9205589.0,0.023860021208907733
25434,1,2020-07-23,75.36,7789592.0,-0.02433972035214904
25434,1,2020-07-24,75.78,5671527.0,0.005573248407643394
25434,1,2020-07-27,76.46,6714590.0,0.00897334389020843
25434,1,2020-07-28,74.64,11854530.0,-0.023803295840962524
25434,1,2020-07-29,77.42,15250070.0,0.03724544480171499
25434,1,2020-07-30,76.64,7880312.0,-0.010074916042366322
25434,1,2020-07-31,76.53,7422791.0,-0.0014352818371607956
25434,1,2020-08-03,75.5,7137019.0,-0.013458774336861379
25434,1,2020-08-04,75.13,12789970.0,-0.004900662251655641
25434,1,2020-08-05,75.78,7780375.0,0.0086516704379076
25434,1,2020-08-06,75.66,6762171.0,-0.0015835312747427555
25434,1,2020-08-07,75.79,6567068.0,0.00171821305841946
25434,1,2020-08-10,77.47,6602196.0,0.022166512732550325
25434,1,2020-08-11,78.87,10225820.0,0.018071511552859354
25434,1,2020-08-12,79.29,5370940.0,0.0053252187143399965
25434,1,2020-08-13,79.02,4382370.0,-0.0034052213393871433
25434,1,2020-08-14,78.37,3765737.0,-0.008225765628954607
25434,1,2020-08-17,78.95,5348273.0,0.007400791119050565
25434,1,2020-08-18,78.99,5270150.0,0.0005066497783405843
25434,1,2020-08-19,77.63,6834943.0,-0.017217369287251594
25434,1,2020-08-20,77.22,5064962.0,-0.005281463351796911
25434,1,2020-08-21,77.07,5592091.0,-0.0019425019425020063
25434,1,2020-08-24,78.68,5858940.0,0.020890099909173676
25434,1,2020-08-25,82.72,17635180.0,0.05134722928317226
25434,1,2020-08-26,82.41,7928935.0,-0.003747582205029021
25434,1,2020-08-27,83.41,9094496.0,0.012134449702706052
25434,1,2020-08-28,85.0,9286514.0,0.019062462534468416
25434,1,2020-08-31,84.47,6377536.0,-0.006235294117647117
25434,1,2020-09-01,86.05,8164620.0,0.018704865632769074
25434,1,2020-09-02,88.35,11315380.0,0.026728646135967482
25434,1,2020-09-03,86.48,11014390.0,-0.021165817770231965
25434,1,2020-09-04,86.27,10291270.0,-0.0024283071230343234
25434,1,2020-09-08,85.41,11075800.0,-0.009968702909470273
25434,1,2020-09-09,85.86,6925503.0,0.005268703898840821
25434,1,2020-09-10,84.88,7547570.0,-0.011413929652923427
25434,1,2020-09-11,85.27,7101233.0,0.0045947219604147715
25434,1,2020-09-14,86.63,5533402.0,0.015949337398850627
25434,1,2020-09-15,87.71,8358869.0,0.01246681288237328
25434,1,2020-09-16,88.38,7146304.0,0.007638809713829575
25434,1,2020-09-17,86.75,7382170.0,-0.018443086671192543
25434,1,2020-09-18,84.95,10111450.0,-0.02074927953890482
25434,1,2020-09-21,83.89,7174114.0,-0.01247792819305471
25434,1,2020-09-22,83.95,4459037.0,0.0007152223149362591
25434,1,2020-09-23,82.99,6408656.0,-0.011435378201310353
25434,1,2020-09-24,83.04,4861093.0,0.0006024822267745034
25434,1,2020-09-25,84.3,5978494.0,0.015173410404624166
25434,1,2020-09-28,86.07,5970629.0,0.020996441281138756
25434,1,2020-09-29,84.8,4059065.0,-0.014755431625421145
25434,1,2020-09-30,85.92,10119380.0,0.013207547169811429
25434,1,2020-10-01,86.74,7229927.0,0.009543761638733717
25434,1,2020-10-02,86.57,5600956.0,-0.001959880101452649
25434,1,2020-10-05,88.47,7001691.0,0.02194755689037775
25434,1,2020-10-06,87.01,7946152.0,-0.01650276930032768
25434,1,2020-10-07,88.45,5177498.0,0.016549821859556335
25434,1,2020-10-08,89.53,4951659.0,0.012210288298473593
25434,1,2020-10-09,90.01,6193567.0,0.005361331397297109
25434,1,2020-10-12,90.78,5907599.0,0.008554605043884056
25434,1,2020-10-13,90.16,5730521.0,-0.006829698171403442
25434,1,2020-10-14,89.31,4759732.0,-0.009427684117125024
25434,1,2020-10-15,88.83,5001832.0,-0.005374538125629824
25434,1,2020-10-16,88.52,4697957.0,-0.0034898120004502875
25434,1,2020-10-19,87.6,5424371.0,-0.010393131495707197
25434,1,2020-10-20,88.51,4561098.0,0.010388127853881324
25434,1,2020-10-21,88.27,4115738.0,-0.0027115580160435027
25434,1,2020-10-22,89.36,4256946.0,0.012348476266001995
25434,1,2020-10-23,90.8,7808768.0,0.01611459265890769
25434,1,2020-10-26,89.66,7755585.0,-0.01255506607929513
25434,1,2020-10-27,90.05,8004325.0,0.004349765781842541
25434,1,2020-10-28,87.17,12734710.0,-0.03198223209328144
25434,1,2020-10-29,88.3,8422198.0,0.012963175404382188
25434,1,2020-10-30,86.96,11400110.0,-0.015175537938844852
25434,1,2020-11-02,85.97,8898721.0,-0.011384544618215253
25434,1,2020-11-03,88.39,6908326.0,0.02814935442596256
25434,1,2020-11-04,89.79,10506420.0,0.01583889580269271
25434,1,2020-11-05,90.62,6165816.0,0.009243791068047624
25434,1,2020-11-06,90.65,6624220.0,0.00033105274773781446
25434,1,2020-11-09,95.88,16212590.0,0.05769442912300038
25434,1,2020-11-10,93.92,10446000.0,-0.0204422194409678
25434,1,2020-11-11,95.04,8292194.0,0.01192504258943794
25434,1,2020-11-12,93.53,7058252.0,-0.015888047138047146
25434,1,2020-11-13,95.56,5515798.0,0.021704266010905693
25434,1,2020-11-16,97.78,9361727.0,0.023231477605692774
25434,1,2020-11-17,98.6,8720250.0,0.008386173041521783
25434,1,2020-11-18,97.91,6037141.0,-0.006997971602434094
25434,1,2020-11-19,97.76,4247550.0,-0.0015320192013071887
25434,1,2020-11-20,97.01,4609497.0,-0.007671849427168587
25434,1,2020-11-23,96.88,4801436.0,-0.001340068034223374
25434,1,2020-11-24,98.3,6319580.0,0.014657308009909276
25434,1,2020-11-25,98.2,4025589.0,-0.0010172939979653517
25434,1,2020-11-27,98.66,2169708.0,0.004684317718940845
25434,1,2020-11-30,98.02,5194710.0,-0.006486924792215687
25434,1,2020-12-01,98.82,4969754.0,0.008161599673536024
25434,1,2020-12-02,98.91,3377297.0,0.0009107468123861207
25434,1,2020-12-03,100.11,6258442.0,0.012132241431604518
25434,1,2020-12-04,102.28,6943005.0,0.021676156228149113
25434,1,2020-12-07,101.41,4504714.0,-0.008506061791161534
25434,1,2020-12-08,101.21,3870262.0,-0.0019721920915097835
25434,1,2020-12-09,100.4,6600108.0,-0.008003161742910714
25434,1,2020-12-10,105.39,12831680.0,0.04970119521912353
25434,1,2020-12-11,103.0,6260139.0,-0.02267767340354876
25434,1,2020-12-14,103.32,5013667.0,0.003106796116504773
25434,1,2020-12-15,104.18,4916870.0,0.008323654665118196
25434,1,2020-12-16,103.27,6166822.0,-0.008734881935112404
25434,1,2020-12-17,103.21,4531588.0,-0.0005810012588360891
25434,1,2020-12-18,103.28,10133020.0,0.0006782288537932057
25434,1,2020-12-21,102.94,7173879.0,-0.0032920216886135334
25434,1,2020-12-22,102.41,4291905.0,-0.005148630270060295
25434,1,2020-12-23,102.06,3815907.0,-0.0034176349965823194
25434,1,2020-12-24,102.01,1949183.0,-0.0004899078973152893
25434,1,2020-12-28,104.34,5034316.0,0.02284089795118116
25434,1,2020-12-29,105.63,4777442.0,0.012363427257044313
25434,1,2020-12-30,105.97,3653761.0,0.00321878254283825
25434,1,2020-12-31,106.98,3565393.0,0.009530999339435686
25434,1,2021-01-04,103.1,8037044.0,-0.03626846139465334
25434,1,2021-01-05,103.44,5719217.0,0.0032977691561590916
25434,1,2021-01-06,104.19,5016643.0,0.007250580046403776
25434,1,2021-01-07,103.35,5050415.0,-0.008062194068528705
25434,1,2021-01-08,105.67,5866016.0,0.022447992259313043
25434,1,2021-01-11,104.6,4256933.0,-0.010125863537427948
25434,1,2021-01-12,102.82,4297617.0,-0.017017208413001916
25434,1,2021-01-13,102.89,4674807.0,0.0006808014005057483
25434,1,2021-01-14,101.82,4522725.0,-0.010399455729419804
25434,1,2021-01-15,102.33,5521628.0,0.005008839127872866
25434,1,2021-01-19,102.54,6517512.0,0.0020521841102316696
25434,1,2021-01-20,105.46,5815565.0,0.02847669202262515
25434,1,2021-01-21,104.58,5728326.0,-0.008344395979518304
25434,1,2021-01-22,103.91,5227949.0,-0.006406578695735354
25434,1,2021-01-25,103.45,5005973.0,-0.0044269079010681445
25434,1,2021-01-26,104.69,7104903.0,0.011986466892218495
25434,1,2021-01-27,97.87,18122220.0,-0.06514471296207847
25434,1,2021-01-28,98.15,8846487.0,0.0028609379789517053
25434,1,2021-01-29,96.81,8120418.0,-0.013652572592969925
25434,1,2021-02-01,98.58,7195943.0,0.018283235202974923
25434,1,2021-02-02,101.65,6911975.0,0.031142219517143577
25434,1,2021-02-03,101.02,3927041.0,-0.006197737333989317
25434,1,2021-02-04,103.64,6924543.0,0.02593545832508415
25434,1,2021-02-05,106.48,8059576.0,0.0274025472790429
25434,1,2021-02-08,106.26,4833806.0,-0.0020661157024792765
25434,1,2021-02-09,106.22,4093816.0,-0.00037643515904395297
25434,1,2021-02-10,105.87,4291914.0,-0.003295048013556734
25434,1,2021-02-11,105.86,2974708.0,-9.445546424868834e-05
25434,1,2021-02-12,105.3,3167061.0,-0.005290005667863196
25434,1,2021-02-16,106.15,4924796.0,0.008072174738841476
25434,1,2021-02-17,104.44,5733702.0,-0.016109279321714576
25434,1,2021-02-18,104.97,4097411.0,0.005074684029107601
25434,1,2021-02-19,103.37,4128326.0,-0.015242450223873383
25434,1,2021-02-22,101.81,5194227.0,-0.015091419173841603
25434,1,2021-02-23,101.37,8737796.0,-0.004321775856988452
25434,1,2021-02-24,104.38,7532506.0,0.029693203117292954
25434,1,2021-02-25,103.47,7528978.0,-0.008718145238551411
25434,1,2021-02-26,108.03,15110590.0,0.04407074514351983
25434,1,2021-03-01,106.87,7928326.0,-0.010737758030176736
25434,1,2021-03-02,107.2,4905710.0,0.0030878637597080427
25434,1,2021-03-03,106.22,5311434.0,-0.009141791044776193
25434,1,2021-03-04,104.89,7099473.0,-0.012521182451515678
25434,1,2021-03-05,105.2,5558362.0,0.0029554771665554203
25434,1,2021-03-08,105.03,4957253.0,-0.0016159695817490327
25434,1,2021-03-09,106.55,5506547.0,0.014472055603161005
25434,1,2021-03-10,107.78,6026762.0,0.011543876114500362
25434,1,2021-03-11,107.32,4666554.0,-0.004267953238077604
25434,1,2021-03-12,107.81,3319501.0,0.004565784569511733
25434,1,2021-03-15,108.9,7105842.0,0.010110379371115918
25434,1,2021-03-16,111.34,11364980.0,0.02240587695133156
25434,1,2021-03-17,110.46,10124710.0,-0.00790371834021919
25434,1,2021-03-18,107.62,7798229.0,-0.025710664493934332
25434,1,2021-03-19,106.34,20353360.0,-0.011893700055751744
25434,1,2021-03-22,107.57,7432287.0,0.011566672935865885
25434,1,2021-03-23,106.25,5656852.0,-0.012271079297201726
25434,1,2021-03-24,104.97,5729570.0,-0.01204705882352941
25434,1,2021-03-25,107.35,8146772.0,0.02267314470801174
25434,1,2021-03-26,109.9,6164289.0,0.023754075454122114
25434,1,2021-03-29,109.13,5140161.0,-0.007006369426751702
25434,1,2021-03-30,110.27,4549431.0,0.010446256757995043
25434,1,2021-03-31,109.27,6448735.0,-0.009068649678062979
25434,1,2021-04-01,109.38,5791374.0,0.0010066806991855248
25434,1,2021-04-05,111.02,6911288.0,0.01499360029255814
25434,1,2021-04-06,113.15,6577344.0,0.01918573230048648
25434,1,2021-04-07,113.19,5611664.0,0.00035351303579322924
25434,1,2021-04-08,113.04,5007990.0,-0.0013252054068380037
25434,1,2021-04-09,113.18,4112828.0,0.0012384996461429765
25434,1,2021-04-12,113.81,4705337.0,0.0055663544795900854
25434,1,2021-04-13,115.36,4604205.0,0.013619189877866589
25434,1,2021-04-14,115.16,3993519.0,-0.0017337031900138689
25434,1,2021-04-15,116.66,5077449.0,0.013025356026397983
25434,1,2021-04-16,118.34,5776450.0,0.01440082290416611
25434,1,2021-04-19,117.6,4888537.0,-0.006253168835558598
25434,1,2021-04-20,116.27,5660488.0,-0.01130952380952377
25434,1,2021-04-21,116.74,4383254.0,0.004042315300593513
25434,1,2021-04-22,115.92,5735447.0,-0.00702415624464614
25434,1,2021-04-23,117.56,4559173.0,0.014147688060731634
25434,1,2021-04-26,115.92,5892118.0,-0.013950323239196982
25434,1,2021-04-27,116.15,7181349.0,0.001984126984126977
25434,1,2021-04-28,112.4,14769780.0,-0.03228583727938006
25434,1,2021-04-29,114.63,8932678.0,0.019839857651245518
25434,1,2021-04-30,114.49,6476292.0,-0.0012213207711768703
25434,1,2021-05-03,115.72,5048516.0,0.010743296357760501
25434,1,2021-05-04,114.11,6259369.0,-0.01391289319045974
25434,1,2021-05-05,113.48,4676053.0,-0.005520988519849279
25434,1,2021-05-06,114.74,4111057.0,0.011103278110680126
25434,1,2021-05-07,114.34,4864870.0,-0.003486142583231544
25434,1,2021-05-10,114.3,5757116.0,-0.00034983382893127857
25434,1,2021-05-11,113.55,7773461.0,-0.006561679790026198
25434,1,2021-05-12,109.79,7958104.0,-0.03311316600616465
25434,1,2021-05-13,110.49,7997016.0,0.006375808361417157
25434,1,2021-05-14,111.2,6834492.0,0.006425920897818793
25434,1,2021-05-17,110.98,4519580.0,-0.0019784172661870825
25434,1,2021-05-18,111.07,5176696.0,0.0008109569291763208
25434,1,2021-05-19,109.67,5997098.0,-0.012604663725578336
25434,1,2021-05-20,111.41,5344561.0,0.015865779155648685
25434,1,2021-05-21,110.92,5130729.0,-0.004398168925590085
25434,1,2021-05-24,112.52,5434926.0,0.014424810674359856
25434,1,2021-05-25,112.63,4609460.0,0.0009776039815143633
25434,1,2021-05-26,112.85,3840069.0,0.001953298410725335
25434,1,2021-05-27,113.51,7356698.0,0.005848471422241985
25434,1,2021-05-28,113.88,4236858.0,0.0032596247026692726
25434,1,2021-06-01,113.34,4304878.0,-0.004741833508956739
25434,1,2021-06-02,113.0,5044227.0,-0.0029998235397917794
25434,1,2021-06-03,111.12,5723103.0,-0.016637168141592884
25434,1,2021-06-04,111.99,4472220.0,0.00782937365010783
25434,1,2021-06-07,111.33,3957544.0,-0.005893383337797986
25434,1,2021-06-08,111.52,4668450.0,0.0017066379232910656
25434,1,2021-06-09,111.39,3669246.0,-0.0011657101865135688
25434,1,2021-06-10,112.21,3832034.0,0.007361522578328339
25434,1,2021-06-11,112.56,3228467.0,0.003119151590767366
25434,1,2021-06-14,112.45,4220216.0,-0.0009772565742715011
25434,1,2021-06-15,111.89,3483314.0,-0.004979991107158743
25434,1,2021-06-16,111.36,4431284.0,-0.00473679506658331
25434,1,2021-06-17,111.39,4007565.0,0.0002693965517241992
25434,1,2021-06-18,109.7,6957406.0,-0.015171918484603641
25434,1,2021-06-21,110.97,5628302.0,0.011577028258887845
25434,1,2021-06-22,111.85,3583300.0,0.00793007119041178
25434,1,2021-06-23,111.56,3551199.0,-0.0025927581582475545
25434,1,2021-06-24,111.99,3783756.0,0.003854428110433794
25434,1,2021-06-25,113.04,12158540.0,0.009375837128315023
25434,1,2021-06-28,112.24,4543453.0,-0.007077140835102691
25434,1,2021-06-29,112.27,3788286.0,0.00026728439059153786
25434,1,2021-06-30,111.81,6757989.0,-0.004097265520619842
25434,1,2021-07-01,113.41,4808556.0,0.014309990161881725
25434,1,2021-07-02,114.97,4721403.0,0.013755400758310499
